=====================================================
Starting temperature: -999.0	Ending Range: 999.0
=====================================================
Celsius		Fahrenheit
437.0		818.6
438.0		820.4
439.0		822.2
440.0		824.0
441.0		825.8
442.0		827.6
443.0		829.4
444.0		831.2
445.0		833.0
446.0		834.8
447.0		836.6
448.0		838.4
449.0		840.2
450.0		842.0
451.0		843.8
452.0		845.6
453.0		847.4
454.0		849.2
455.0		851.0
456.0		852.8
457.0		854.6
458.0		856.4
459.0		858.2
460.0		860.0
461.0		861.8
462.0		863.6
463.0		865.4
464.0		867.2
465.0		869.0
466.0		870.8
467.0		872.6
468.0		874.4
469.0		876.2
470.0		878.0
471.0		879.8
472.0		881.6
473.0		883.4
474.0		885.2
475.0		887.0
476.0		888.8
477.0		890.6
478.0		892.4
479.0		894.2
480.0		896.0
481.0		897.8
482.0		899.6
483.0		901.4
484.0		903.2
485.0		905.0
486.0		906.8
487.0		908.6
488.0		910.4
489.0		912.2
490.0		914.0
491.0		915.8
492.0		917.6
493.0		919.4
494.0		921.2
495.0		923.0
496.0		924.8
497.0		926.6
498.0		928.4
499.0		930.2
500.0		932.0
501.0		933.8
502.0		935.6
503.0		937.4
504.0		939.2
505.0		941.0
506.0		942.8
507.0		944.6
508.0		946.4
509.0		948.2
510.0		950.0
511.0		951.8
512.0		953.6
513.0		955.4
514.0		957.2
515.0		959.0
516.0		960.8
517.0		962.6
518.0		964.4
519.0		966.2
520.0		968.0
521.0		969.8
522.0		971.6
523.0		973.4
524.0		975.2
525.0		977.0
526.0		978.8
527.0		980.6
528.0		982.4
529.0		984.2
530.0		986.0
531.0		987.8
532.0		989.6
533.0		991.4
534.0		993.2
535.0		995.0
536.0		996.8
537.0		998.6
538.0		1000.4
539.0		1002.2
540.0		1004.0
541.0		1005.8
542.0		1007.6
543.0		1009.4
544.0		1011.2
545.0		1013.0
546.0		1014.8
547.0		1016.6
548.0		1018.4
549.0		1020.2
550.0		1022.0
551.0		1023.8
552.0		1025.6
553.0		1027.4
554.0		1029.2
555.0		1031.0
556.0		1032.8
557.0		1034.6
558.0		1036.4
559.0		1038.2
560.0		1040.0
561.0		1041.8
562.0		1043.6
563.0		1045.4
564.0		1047.2
565.0		1049.0
566.0		1050.8
567.0		1052.6
568.0		1054.4
569.0		1056.2
570.0		1058.0
571.0		1059.8
572.0		1061.6
573.0		1063.4
574.0		1065.2
575.0		1067.0
576.0		1068.8
577.0		1070.6
578.0		1072.4
579.0		1074.2
580.0		1076.0
581.0		1077.8
582.0		1079.6
583.0		1081.4
584.0		1083.2
585.0		1085.0
586.0		1086.8
587.0		1088.6
588.0		1090.4
589.0		1092.2
590.0		1094.0
591.0		1095.8
592.0		1097.6
593.0		1099.4
594.0		1101.2
595.0		1103.0
596.0		1104.8
597.0		1106.6
598.0		1108.4
599.0		1110.2
600.0		1112.0
601.0		1113.8
602.0		1115.6
603.0		1117.4
604.0		1119.2
605.0		1121.0
606.0		1122.8
607.0		1124.6
608.0		1126.4
609.0		1128.2
610.0		1130.0
611.0		1131.8
612.0		1133.6
613.0		1135.4
614.0		1137.2
615.0		1139.0
616.0		1140.8
617.0		1142.6
618.0		1144.4
619.0		1146.2
620.0		1148.0
621.0		1149.8
622.0		1151.6
623.0		1153.4
624.0		1155.2
625.0		1157.0
626.0		1158.8
627.0		1160.6
628.0		1162.4
629.0		1164.2
630.0		1166.0
631.0		1167.8
632.0		1169.6
633.0		1171.4
634.0		1173.2
635.0		1175.0
636.0		1176.8
637.0		1178.6
638.0		1180.4
639.0		1182.2
640.0		1184.0
641.0		1185.8
642.0		1187.6
643.0		1189.4
644.0		1191.2
645.0		1193.0
646.0		1194.8
647.0		1196.6
648.0		1198.4
649.0		1200.2
650.0		1202.0
651.0		1203.8
652.0		1205.6
653.0		1207.4
654.0		1209.2
655.0		1211.0
656.0		1212.8
657.0		1214.6
658.0		1216.4
659.0		1218.2
660.0		1220.0
661.0		1221.8
662.0		1223.6
663.0		1225.4
664.0		1227.2
665.0		1229.0
666.0		1230.8
667.0		1232.6
668.0		1234.4
669.0		1236.2
670.0		1238.0
671.0		1239.8
672.0		1241.6
673.0		1243.4
674.0		1245.2
675.0		1247.0
676.0		1248.8
677.0		1250.6
678.0		1252.4
679.0		1254.2
680.0		1256.0
681.0		1257.8
682.0		1259.6
683.0		1261.4
684.0		1263.2
685.0		1265.0
686.0		1266.8
687.0		1268.6
688.0		1270.4
689.0		1272.2
690.0		1274.0
691.0		1275.8
692.0		1277.6
693.0		1279.4
694.0		1281.2
695.0		1283.0
696.0		1284.8
697.0		1286.6
698.0		1288.4
699.0		1290.2
700.0		1292.0
701.0		1293.8
702.0		1295.6
703.0		1297.4
704.0		1299.2
705.0		1301.0
706.0		1302.8
707.0		1304.6
708.0		1306.4
709.0		1308.2
710.0		1310.0
711.0		1311.8
712.0		1313.6
713.0		1315.4
714.0		1317.2
715.0		1319.0
716.0		1320.8
717.0		1322.6
718.0		1324.4
719.0		1326.2
720.0		1328.0
721.0		1329.8
722.0		1331.6
723.0		1333.4
724.0		1335.2
725.0		1337.0
726.0		1338.8
727.0		1340.6
728.0		1342.4
729.0		1344.2
730.0		1346.0
731.0		1347.8
732.0		1349.6
733.0		1351.4
734.0		1353.2
735.0		1355.0
736.0		1356.8
737.0		1358.6
738.0		1360.4
739.0		1362.2
740.0		1364.0
741.0		1365.8
742.0		1367.6
743.0		1369.4
744.0		1371.2
745.0		1373.0
746.0		1374.8
747.0		1376.6
748.0		1378.4
749.0		1380.2
750.0		1382.0
751.0		1383.8
752.0		1385.6
753.0		1387.4
754.0		1389.2
755.0		1391.0
756.0		1392.8
757.0		1394.6
758.0		1396.4
759.0		1398.2
760.0		1400.0
761.0		1401.8
762.0		1403.6
763.0		1405.4
764.0		1407.2
765.0		1409.0
766.0		1410.8
767.0		1412.6
768.0		1414.4
769.0		1416.2
770.0		1418.0
771.0		1419.8
772.0		1421.6
773.0		1423.4
774.0		1425.2
775.0		1427.0
776.0		1428.8
777.0		1430.6
778.0		1432.4
779.0		1434.2
780.0		1436.0
781.0		1437.8
782.0		1439.6
783.0		1441.4
784.0		1443.2
785.0		1445.0
786.0		1446.8
787.0		1448.6
788.0		1450.4
789.0		1452.2
790.0		1454.0
791.0		1455.8
792.0		1457.6
793.0		1459.4
794.0		1461.2
795.0		1463.0
796.0		1464.8
797.0		1466.6
798.0		1468.4
799.0		1470.2
800.0		1472.0
801.0		1473.8
802.0		1475.6
803.0		1477.4
804.0		1479.2
805.0		1481.0
806.0		1482.8
807.0		1484.6
808.0		1486.4
809.0		1488.2
810.0		1490.0
811.0		1491.8
812.0		1493.6
813.0		1495.4
814.0		1497.2
815.0		1499.0
816.0		1500.8
817.0		1502.6
818.0		1504.4
819.0		1506.2
820.0		1508.0
821.0		1509.8
822.0		1511.6
823.0		1513.4
824.0		1515.2
825.0		1517.0
826.0		1518.8
827.0		1520.6
828.0		1522.4
829.0		1524.2
830.0		1526.0
831.0		1527.8
832.0		1529.6
833.0		1531.4
834.0		1533.2
835.0		1535.0
836.0		1536.8
837.0		1538.6
838.0		1540.4
839.0		1542.2
840.0		1544.0
841.0		1545.8
842.0		1547.6
843.0		1549.4
844.0		1551.2
845.0		1553.0
846.0		1554.8
847.0		1556.6
848.0		1558.4
849.0		1560.2
850.0		1562.0
851.0		1563.8
852.0		1565.6
853.0		1567.4
854.0		1569.2
855.0		1571.0
856.0		1572.8
857.0		1574.6
858.0		1576.4
859.0		1578.2
860.0		1580.0
861.0		1581.8
862.0		1583.6
863.0		1585.4
864.0		1587.2
865.0		1589.0
866.0		1590.8
867.0		1592.6
868.0		1594.4
869.0		1596.2
870.0		1598.0
871.0		1599.8
872.0		1601.6
873.0		1603.4
874.0		1605.2
875.0		1607.0
876.0		1608.8
877.0		1610.6
878.0		1612.4
879.0		1614.2
880.0		1616.0
881.0		1617.8
882.0		1619.6
883.0		1621.4
884.0		1623.2
885.0		1625.0
886.0		1626.8
887.0		1628.6
888.0		1630.4
889.0		1632.2
890.0		1634.0
891.0		1635.8
892.0		1637.6
893.0		1639.4
894.0		1641.2
895.0		1643.0
896.0		1644.8
897.0		1646.6
898.0		1648.4
899.0		1650.2
900.0		1652.0
901.0		1653.8
902.0		1655.6
903.0		1657.4
904.0		1659.2
905.0		1661.0
906.0		1662.8
907.0		1664.6
908.0		1666.4
909.0		1668.2
910.0		1670.0
911.0		1671.8
912.0		1673.6
913.0		1675.4
914.0		1677.2
915.0		1679.0
916.0		1680.8
917.0		1682.6
918.0		1684.4
919.0		1686.2
920.0		1688.0
921.0		1689.8
922.0		1691.6
923.0		1693.4
924.0		1695.2
925.0		1697.0
926.0		1698.8
927.0		1700.6
928.0		1702.4
929.0		1704.2
930.0		1706.0
931.0		1707.8
932.0		1709.6
933.0		1711.4
934.0		1713.2
935.0		1715.0
936.0		1716.8
937.0		1718.6
938.0		1720.4
939.0		1722.2
940.0		1724.0
941.0		1725.8
942.0		1727.6
943.0		1729.4
944.0		1731.2
945.0		1733.0
946.0		1734.8
947.0		1736.6
948.0		1738.4
949.0		1740.2
950.0		1742.0
951.0		1743.8
952.0		1745.6
953.0		1747.4
954.0		1749.2
955.0		1751.0
956.0		1752.8
957.0		1754.6
958.0		1756.4
959.0		1758.2
960.0		1760.0
961.0		1761.8
962.0		1763.6
963.0		1765.4
964.0		1767.2
965.0		1769.0
966.0		1770.8
967.0		1772.6
968.0		1774.4
969.0		1776.2
970.0		1778.0
971.0		1779.8
972.0		1781.6
973.0		1783.4
974.0		1785.2
975.0		1787.0
976.0		1788.8
977.0		1790.6
978.0		1792.4
979.0		1794.2
980.0		1796.0
981.0		1797.8
982.0		1799.6
983.0		1801.4
984.0		1803.2
985.0		1805.0
986.0		1806.8
987.0		1808.6
988.0		1810.4
989.0		1812.2
990.0		1814.0
991.0		1815.8
992.0		1817.6
993.0		1819.4
994.0		1821.2
995.0		1823.0
996.0		1824.8
997.0		1826.6
998.0		1828.4
999.0		1830.2
